Test Text,True Label,Top 5 Similar Label 0,Top 5 Similar Label 1
<username> <username> tolol,0,"<username> <username> Tolol
<username> Tolol
<username> Tolol wkwkwk
<username> Tolol ih anjung
<username> Goblok
<username> goblok
<username> <username> tolol jangan diborong . 😀","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<username> Yang mulia <username> notice tidak yaa . Wkwk
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>
<username> <username> partai anti korupsi ya? wkwkwkwk . tai kucing berbau busuk
special thanks to : <username> for bikinin udangan tolol ini
adab tapi penyilap ! <hashtag>"
Semua yg dia omongin adalah dusta ..<hashtag>,0,"Ga sanggup mikir nya hahaha <hashtag>
<username> <username> <username> <username> Itu aku nanyak bodoh . Dia bilang gak ada kan terus aku nanya idiot . sumber waras suruh urus dulu tolol
<hashtag> adil .. andaikan tdk jujur meugikan diri sendiri lurr .. kesel .e ra umum malah disalah2nee
Selain niat jahat hatinya <username> juga sadis
Cara ucap unicorn tu yg gagap bikin orang ragu...<hashtag>
Mulutnya melebihi mulut emak ngoceh muak dah <hashtag>
Bikin nya 1 kata aja bukan 1 kalimat dodol <hashtag>","<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>
Siapa bilang <hashtag> ?? memang iya manipulator kok ...
Gubernur Pembohong ... Gunernur yang paling benar BOHONG'nya.!!! <hashtag>
merasa bodoh itu manusiawi <hashtag>
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
<username> Welcome to Indonesia yang tidak tahu budi sopan santun asal ketus nuduh sembarangan. Dia yang salah ehh dia yang Galak . Allaah Maha Membalas kog buu
mengagumkan .. sungguh sangat amat transparan .. <hashtag>"
Dia bersikap semaunya tapi tidak tahu semuanya .Dia bukan egois tetapi hanya sedikit egosentris.<hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,0,"<username> <username> karna dia tolol jadi gabisa mikir 🙃
Ga sanggup mikir nya hahaha <hashtag>
Pengen jadi sombong tapi takut dibilang sombong <hashtag> <hashtag> <hashtag>
Ga tau pura-pura go-blok atau idiot beneran . Tolol nya itu loh ga ketulungan . Makanya otak kemana-mana dibawa jangan buat pajangan doang 💋
Aku tau kamu butuh dia yang bisa memperlakukanmu dengan manis dan romantis bukan aku yang cemburuan dan overprotektif <hashtag> <hashtag>
<username> Setingan <hashtag> untuk pencitraan .... Bhuahahha Gobloknya dipelihara pendukungnya bangga gak sadar kalo digoblokin .... <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
<hashtag> cerdas dan selalu mau belajar","<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>
Banyak orang yang terlalu pintar menilai orang lain tapi dia terlalu BODOH untuk menilai dirinya sendiri . <hashtag>
Itu lebih cocok <hashtag> Dia cocoknya sebagai kepala rumah tangga karena sering kagetan ..
tidak penting mementingkan manusia yang kepentingan untuk dirinya sendiri saja tidak ia pentingkan .. Sampah ! <hashtag>
Bedakan pemimpi otentik yang tulus dengan pemimpin <hashtag> yang licik
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh"
<username> Eksistensi setan ki turun bro nyi roro kidul we saiki berhijab . Mending cosplay dadi anggota DPR .,0,"<username> <username> Diselatanin aja ketemu Nyi Roro kidul ntr hehe
<username> <username> Nyi roro kidul e iso pose foto pisan yo
<username> <username> Kalu ocehan pk mpud jng di denger .. Dia mah gtu org nya.. mka nya gk jdi pke jas mendampingi jokowi😀
<username> Tahuu itu kostum keren ... tapi menurutku kok ga jauh beda sama Nyi Roro Kidul . Wkwkkw ...
<username> <username> <username> <username> Auto mati dibunuh sama nyi roro kidul kmu kwkwkwk ... Klw g pake baju ijo ksna aja dcoba dlu deh
<username> Nyi roro kidul tidak sembarangan mendatangi orang apalagi merasuki tubuh manusia kalo pun ada yg mengaku itu beliau dijamin palsu .
<username> gaenak sbnrnya woee . tp serem . mana abis baca thread yg nyi roro kidul itu😭👍","kamaren mngatakan antek aseng skarang malah heppy2 sama orang asing plinpan bgt sihh ommm g malu apa dgn perkataan sendiri ....
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
sunggguh brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm ..
<username> <username> <username> Mau elegan? Noh gabung sama nia ramadhani jan sama kita yang sampah .
<username> partai allah ? ... ... . apik dicontoh ... ngamin ngamin ... msh mo ngotot anda ...
<username> <username> <username> Sesuai pembelaan ulama 212 diskotik itu sudah sesuai nilai nilai agama .. NB tersedia bidadari buat kaum monaslim 😃🤣🤣
<username> <username> <username> Peraturan allah hanya berlaku di negara allah . Disini berlaku peraturan Nyi Roro Kidul ."
<username> Nia ramadhani?,0,"<username> Nia ramadhani y mb ??? ??
<username> Langganan kak nia ramadhani nih pasti
<username> pengen jadi nia ramadhani aja
<username> Ya mana saya tau saya kan nia ramadhani .
<username> Jol jadi nia ramadhani
<username> Yaampun yauda deh kamu jadi nia ramadhani aja
<username> Tahu la bukan kayak nia ramadhani hahshahhaha","<username> <username> <username> Mau elegan? Noh gabung sama nia ramadhani jan sama kita yang sampah .
Nia Ramadhani itu artis paling pinter . Pinter nyari suami !
<username> kalau anda tidak sekaya ardhi Bakrie jangan ngarep dapet seseorang secantik Nia Ramadhani
<username> Yang mulia <username> notice tidak yaa . Wkwk
<username> Terima kasih anies eh pemprov
Jaenudin nanti mau dikenang sebagai apa? Presiden amatiran? <hashtag>
<username> <username> <username> Ukhti <username> terima kasih atas penghargaan buat diskotik syariah ini .. sesuai dengan GNPF ulama 212 Bani monaslim .. tq senator yang membawa barokah .. NB tersedia bidadari didiskotik collosseum <link>"
Gk ada salah nya jika presiden <hashtag> malah itu menunjukkan sikap rendah hati yg sangat baik . Respect 🙏,0,"Bapak presiden aja minta maaf kamu yg PHPin aku gamau minta maaf ni? <hashtag>
Terimakasih banyak pak presiden . <hashtag>
Yaampun bukan berarti rendah dong bapak presiden <username> minta maaf . Inget beliau juga manusia yang jauh dari jangkauan sempurna . harus slalu dukung beliau . Semangat pak😘 <hashtag>
Alhamdulillah pak presiden taubat <hashtag>
Sok pinter lu . Kalo elo yg jadi presiden emang bakal lebih bagus . Bacot
<hashtag> adil .. andaikan tdk jujur meugikan diri sendiri lurr .. kesel .e ra umum malah disalah2nee
<username> <username> menghantam Jokowi-Ma\'ruf ... kalau pak <username> seorang yg taat pada pimpinannya maka seharusnya Fadlizon harus sumpal sandal mulutnya . Inilah saat nya melihat seorang prabowo taat setia pd atasannya dan harus sanggup menapok cengkem anak buahnya yg kurang ajar .","Sudah diendors baik2 oleh bapak presiden balasanya menyakitkan tidak punya etika <hashtag>
Ingat ye kawan2 <hashtag> Ganti Presiden Jokowi itu Maha Benar dia tidak pernah salah harus dipuja puja kalau perlu disembah .
Indahnya <hashtag> setelah dipimpin <username> .. Prestasi yang tidak bisa ditiru Jokowi dan Ahok.. <hashtag>
wooww jawaban yg sangat aksi ðÿ' dulu jaman ahok. smw serba terbuka & transparan.. emang sih beda pemimpin beda gaya. gw pikir gk berlebihan jika kita katakan. selamat datang dimasa mental anti transparansi <username> ðÿ'ðÿ' <hashtag>
Gubernur Pembohong ... Gunernur yang paling benar BOHONG'nya.!!! <hashtag>
Ahok mmg betul jitu banget menyebut kalau <username> kelewat pinter .... Pinter 4 ng - ngibul - ngelez - ngambinghitamkan orang - ngarang alasan Bangsa ini berharap besar <hashtag> <link>
Bapak <username> mau jadi presiden ?? <hashtag>"
Testimoni Papua Kitorang Basudara Kita Indonesia . . . Pentas Seni Budaya Papua Polres Kepulauan Seribu . . Kitorang Basudara Kita Indonesia . . <username> .pmj <username> <username> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>,0,"Bukti kinerja jokowi untuk rakyat indonesia <hashtag> <username> <username> <username>
Kitong Samua Basudara <hashtag> <hashtag> <hashtag> <hashtag> <link>
<username> <username> <username> Melihat bgtu solidnya semua elemen bangsa bersatu menjaga dan memberantas para radikalisme dinegeri ini sbg bukti kecintaan kita kpd NKRI Tapi kayaknya ada <hashtag> <hashtag> <link>
Indonesia penuh keberagaman <hashtag>
<username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <username> <hashtag> Wajar <hashtag> *zero* toleransi APARATUS yg py sifat Amoral KEPALA NEGARA TAK PERLU BERI INSTRUKSI AGAR SEGERA MUNDUR Literasi Budaya MALU dihargai dsn 👇 Budaya ini bs berlaku jg Di <hashtag> 👉 <hashtag> 👇 ex <hashtag> <hashtag> <hashtag> <link>
<username> PENDUKUNG LU BIKIN MALU NEGARA !!! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
<hashtag> Apapun hasilnya kita semua tetap cinta NKRI 👏","Terima kasih pak <username> kami yg bukan warga DKI bisa dikasih kesempatan melihat <hashtag> yg penuh air <hashtag>
Selamat datang di Indonesia. Negara +62 dengan bermacam-macam adat istiadat keindahan alam budaya juga.. Kegoblokan sebagian masyarakatnya ;)
Terima kasih <hashtag> <hashtag> terbaik <username> mobil jadi <hashtag> <hashtag> <hashtag> <hashtag>
Negeri yang kaya akan budaya ini sedang sakit:(( pesta demokrasi yang harusnya dirayakan ramai ramai penuh kedamaian malah berujung brutal dan barbar . <hashtag> <hashtag> Mari kita hapus kan kubu 01 dan 02 .Kita tegakkan kubu 03 PERSATUAN INDONESIA
semua gara-gara orang berbudi pekerti yang baik (disana) gunung dan laut pun dijual !! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> @ lhokseumawe
welcome to indonesia semua hal dikomenin. even sebenernya itu gaperlu & gapenting samsek.???????
Kita Dukung ! <hashtag>"
<username> Alhamdulillah akhirnya ada yang positif dari lucinta Luna,1,"Ampun deh Mba Eva Celia cantik sekaliiii
Alhamdulillah kemenangan itu anugrah dari Allah . Semoga amanah ya pak ...<hashtag>
<username> <username> <username> Alhamdulillah prabowotelah diberi hidayah menjadi kecebong ...
<username> Semoga sukses selalu yaaa
<username> Selamat Pagi Pak Fadlizon ❤
Kemenangan hari ini sekaligus kado ulang tahun untuk Saudara kita yang telah mendahului Alm . Haringga . Bahagia di tempat barumu kawan . Al-Fatihah ... <hashtag>
<username> Langganan kak nia ramadhani nih pasti","Akhirnya ada hal yang positif juga dari lucinta luna?????
Akhirnya saya bisa tahu hal positif yang Lucinta Luna punya ???????? Positif narkoba
Sebagai perempuan harus kuat Lucinta Luna Semangat bang
Terima kasih bapak <username> sudah menunaikan janjinya .... <hashtag>
Alhamdulillah semua berkah yang harus kita syukuri semua berkat kepintaran <username> dan doa <username> <hashtag>
Terima Kasih Pak <username> <hashtag>
Selamat ya gaes ..jd duta dusta indonesia"
<username> adem kembali ke solo saja ke habitat mu,1,"<username> <username> <username> <username> <username> tinggal pecat ....
Kabur kemana bang ga ngetwit? Sekalinya muncul <username> malah ketangkep nyabu <hashtag>
<username> Kebalikkk ...
<username> Mantul pade
<username> <username> Gak nangka 😆
<username> <username> Pemimpin Idolah ..🤗
<username> <username> <username> <username> Kadrun Tolol Dibaca Itu . DKI jauh drun . 😋 <link>","<username> Welcome to indonesia dimana orang bakal buang otak demi pemes
<username> Bahagia airnya maju bavotnya <hashtag>
daripada ibu kota diurus sama spesialis tata kata <username> mending pindah sekalian ðÿ˜€<hashtag>
<username> <username> <username> padang itu surga yaa....tuhhh aceh yg disebut serambi mekkah nya indonesia sj kena azabðÿ™'ngak usah bawa2 tuhan hanya utk menyungguhkan akhlak bejatmu om dre ðÿ™
<username> Yang mulia <username> notice tidak yaa . Wkwk
<username> welcome to indonesia dimana dajjal saja dibully
daripada ibu kota diurus sama ahli tata kata <username> mending pindah sekalian ??<hashtag>"
Semoga Sukses Dulurrrr,0,"<username> Semoga sukses selalu yaaa
<username> Semoga berkah dan lebih baik lagi aamiin .. <hashtag>
Pokoknya harus berjuang untuk menang !
Berbahagialah selalu . Karena itu adalah salah satu cara menjadi bijaksana.^_^ <hashtag>
Tetap semangat dan sehat selalu coch semua itu butuh proses <hashtag>
Selamat pagi Jakartans ! Bertemu kembali dengan hari senin . Selamat menjalankan aktivitas . Tetap semangat dan sukses !
<username> Tetap smgt dan optimis ..sang kuasa semoga selalu meridhoi setiap langkahmu . Amin","Retweet lagi ah prestasi anak bangsa .... Kampret jangan kejang kejang ya .
Luar biasa jakarta berkahnya tidak abis2 . Semoga berkah terus setiap hari . <hashtag>
alhamdulilah kabar apik bang monggo silahkan lanjut <hashtag>
selamat datang di kerasnya sepakbola indonesia takut . <hashtag>
Selamat siang prof .... dungu <hashtag> <hashtag> <hashtag> ... ... ... <hashtag> <hashtag>
selamat buat prabowo atas ganjarannya . ganjaran mempertahankan juara runner up di ajang pilpres 2019 dan 2014 . <hashtag> <hashtag>
Lihat Kondisi Monas Sekarang..!! Mw bilang semakin Bagus ..?? GBLK anda jangan kebangetan <hashtag>"
Keberhasilan Polri mengungkap rencana besar untuk menggagalkan pelantikan presiden <hashtag> <hashtag> <link>,0,"Bersama <hashtag> <username> siap dukung Kabinet 2019-2024 sebagai pengelola <hashtag> . <hashtag> <link>
<username> Semangat jenderal ❤ <hashtag>
Ini nih kelakuannya . Memfitnah POLRI <hashtag> <hashtag>
Salut untuk Jajaran Polri. Semoga berkah Ramadan tahun ini berlimpah untuk kalian. <username> <username>… <link>
<username> Siap PRESIDEN <hashtag>
Saya menduga ini kan semacam tanda kutip balas jasa Pak Tito berjasa ikut memenangkan [pemilu] melalui jajaranya ungkapnya <hashtag> <hashtag> <link>
Dengan tegas Presiden Jokowi beri Mendag dan Menlu serta jajaran kerjanya deadline hingga tahun 2020 untuk bentuk perjanjian dagang . <hashtag> <hashtag> <hashtag> <link>","Istana Presiden Kebanjiran Luar biasaaaa.. Janji kampanye <username> sudah terealisasi. Sediakan kolam untuk warga Jakarta.! <hashtag>
Indahnya <hashtag> setelah dipimpin <username> .. Prestasi yang tidak bisa ditiru Jokowi dan Ahok.. <hashtag>
Assyeeem... Luar biasa ini presiden. Coba kalo ini acaranya ada berjabat negara. Sudah ampruk ini di <username> 🤪 <hashtag>
<username> Smart dalam mbuang2 anggaran dgn cara pasang-bongkar-pasang? <username> <username> <username> <username> <username> <username> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Kado terindah diawal tahun dari gubernur seiman <hashtag> <hashtag>
<username> <username> <username> <username> pemerintah memang pintar pintar berkilah pintar alesan pntar bohong pintar alibi dll
Bapak <username> mau jadi presiden ?? <hashtag>"
<username> <username> tolong kasih tahu ke Pak Inggrad Joshua ya ... Anda kan lama disitu apalagi udah tua . saya harap JGN TERLALU DIAM jadi kerjanya ga jelas,0,"<username> <username> Tukang kerok kan ada ... nih . 👉 <username> 😋
<username> <username> Masih juga congkak ... Walaupun ngemis2 jabatan ... Malu dong ... !!!
<username> Ga ada urusan dg <username> sikat terus jangan mundur dukung <username>
<username> <link> urus yang kecil dulu bro🤪🤪🤪
<username> <username> <username> Pingin peluuukkkkk .... 😂😂😂😂
<username> Mantap memang kamu admin
<username> <username> Staf Khusus hehehhehee","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Wis pakde rasah ngoyo2 kerjanya ..... yang hobby nyanyi ma mangkrak kanan kiri ja bisa 2 periode :( :( :(
sunggguh brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm ..
<hashtag> kalau bapak jadi imam baru mantap . Jangan politisasi Sholat Jumat Malu tahu..
<username> Mantap.....bos sama jubir mulai tidak singkron nich.....satu bilang A satunya bilang B
Bapak <username> mau jadi presiden ?? <hashtag>
<username> partai allah ? ... ... . apik dicontoh ... ngamin ngamin ... msh mo ngotot anda ..."
<username> Anies tuh hebat bikin banjir gimana seh,1,"<username> Ayo serang Anies man ..
<username> Astagfirullahaladzim .. apakah ini krn melawan sunatullah wahai yang mulia bapak anies baswedan ??? Mending turun aja balik ke kampung kalo ga bisa urus Jakarta ..
<username> <username> kalau yg ini disebut apa ??? Anies masih mendingan dia datang belakangan JKW udh dr 6 thn lalu bo ! <link>
<username> Bu Susi mengucapkan terima kasih kepada gubernur DKI Anies Baswedan terus PSI ngimana komennya terhadap Jakarta ngak malu nyinyir melulu
Jakarta bisa hat trick gini banjirnye .... berkah bangeeeet dah <hashtag>
Ahok asik nih ke Anies lu jual gw beli ..👍👍 Emangnye netizen aje yg bs bikin keributan 😂
Ikut Serang Anies Akun Transmart dan Bank Mega Dihajar Tagar <hashtag> – Warta Kota <link>","Pinter Anies, bukan cuma warga Jakarta aja yg dibego begoin. Tuhan aja mau di bego begoin si Anies...hahahahahahaha.....
<username> ga perlu Bacot lagi sekarang, rekornya sebagai gubernur pengundang banjir sudah ga bisa dipecahkan oleh orang lain. Gitu ya <username> kira2 kehebatan sohibmu itu JempolanSimbol tepuk tangan <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
Salah satu prestasi Anies itu menciptakan banyak lokasi surfing di jalanan Ibu Kota ??????
<username> Terima kasih anies eh pemprov
Tugas pokok Anies baswedan adalah ngeles berpuisi dan beralasan . Jd kl skrg jakarta banjir parah jangan salahkan dia . Salahkan airnya kenapa kok g mau lekas pergi dr jakarta . Ya kan bapak anies . Ya kan ya kan . <hashtag>
Ini salah satu contoh Narasi <username> dalam mengatasi banjir Jakarta telah terbukti berkat narasi Anies sekarang Jakarta telah berhasil TIDAK BEBAS dari banjir ... 👏👏👏👏 Berenang kitaaaaa😅 <hashtag> <link>
<username> Saya setuju anies itu luar biasa sebagai tokoh pelopor/pencipta sistim aca kadut. Sampurna??????"
Wooow keren mental koruptor toh,1,"<username> <username> Pekok itu sama aja kek bodoh bloon alias goblok
norak lu tolol
<username> Tolol aja itu mah
Sok pahlawan bat Yang bikin ——> <hashtag> Ah sudahlah paling yang ono ono oto oto ono ono ono oto ono
<username> Goblok ih hahaha
Udah gede tapi otak gadipake tolol
Sok pinter lu . Kalo elo yg jadi presiden emang bakal lebih bagus . Bacot","terlalu keren bahasanya.koruptor, Bilang aja maling /rampok <username>
Wah keren. . . Koruptor saja mau dijadikan kapolri. . .wkwkwk apa kata dunia?
Itu preman pintar . Itu provokator sama kayak kau .
<username> <username> partai anti korupsi ya? wkwkwkwk . tai kucing berbau busuk
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<username> Mantap coi .....jancuker sejati otak waras....koruptor anjing di pelihara
pak yasona ini keren kinerjanya koruptor dpt grasi napi narkoba dpt grasi...hebat lah"
lulusan kampus lokal aja belagunya ampe trending gimana yg lulusan LN?? minta dibayar pake emas batangan kali ya <hashtag>,0,"Biaya kuliah makin mahal tren juga makin jahat makanya jangan kaget kalo ayam kampus makin banyak . <hashtag> <hashtag> <hashtag>
Pingin ketawa gwe liat anak sarjana tapi otak anak TK so yang salah bukan univ nya tapi otak sih ontong nih geserek <hashtag>
Mas <hashtag> gini lho ribetnya urus pangkat dosen di kemendikbud ibarat mau bersaing dengan Tim F1 negara sebelah namun pembalapnya suruh pasang roda dan isi bensin sendiri di fitstop cc <username> <link>
Sek iseh sekolah ayo gek sekolah le bener sek pinter ben ra dadi polishit <hashtag>
Di dalam tindakan pemberantasan radikalisme . nan menyesatkan istimewa yakni membalikkan ibarat din ke jurusan pangkal ialah kebaikan . <hashtag> <link>
<username> Emang ada yg salah pakai baju SMA? Masih mending pak penggangguran pakai baju putih abu untuk demo .. ketimbang manusia berpakaian pejabat tapi malah nyuri uang rakyat !!!
<username> Pernyataan yg tidak patut dari sorang pejabat pemerintah ... Gitu bngt nyari duit pud ..","pastikan anak berbudi pekerti yang baik masuk sekolah favorit . anak goblok masuk sekolah jelek saja . sudah goblok jangan ngerepotin ah <hashtag>
Orang sehebat <username> bisa tidak punya adab sama ulama . Sekolah adabmu dimana bro ?
Nanya lapangan kerja kurang mulu tapi kualitas diri sendiri kurang sekolah ogah ogahan suruh daftar kerja banyak alesan suruh bikin usaha malah sibuk ngopi sambil ketawa ketiwi.
<username> Sangat mulia sekali pemerintah untuk semua masyarakat pindah fakultas tata boga biar pada bisa bikin ciloq
Titel sarjana tapi otak ky ank tk . Dasar <hashtag>
Indonesia itu keren. Koruptor dapet uang pensiun. FAK
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian ."
Bikin Prestasi yang Positif lah jangan nyebar hoax terus bikin rush saja <username> <username> Kita bangun yang Positif yuk ... <hashtag>,0,"Bukannya nunjukin prestasi kok malah bikin <hashtag> Dasar produsen HOAX <hashtag> diolah menjadi HOAX BAKU DUSTA yang dikemas KARDUS .
<username> Semoga bahagia <hashtag>
Panik boleh goblok jangan <hashtag> . <hashtag> <hashtag> <hashtag> <username>
<username> <hashtag> The Best 😬
<username> <hashtag> gamau tau harus menang ga menang terbaik nya berkurang hehe
Ayo ikutan siapa tau menang 🥳🤩😅 cek ig <username> .id ❤ <hashtag> <hashtag> <hashtag> <hashtag> <link>
Stop jangan suka memprovokasi sesama bangsa Indonesia <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>","Permisi generasi optimis mau lewat . Politisi tukang sebar fitnah hoax apalagi <hashtag> tolong minggir dulu ya .. <hashtag>
Terima kasih <hashtag> <hashtag> terbaik <username> mobil jadi <hashtag> <hashtag> <hashtag> <hashtag>
Indahnya <hashtag> setelah dipimpin <username> .. Prestasi yang tidak bisa ditiru Jokowi dan Ahok.. <hashtag>
adab tapi penyilap ! <hashtag>
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Bagi-bagi di bungkus dengan pencitraan . Hmm Makin kelihatan <hashtag>
Terbaik dalam bidang penghancuran Jkt <hashtag> <hashtag>"
<username> ajakin ahok aja tom biar ga salah tanda tangan ngelolosin RAPBD jadi APBD di kasus UPS 🙈🙈🙈,0,"<username> <username> Ha ha ha ... justru rapbd ini tinggalan koh ahok . Termasuk system koh ahok . Gimana sih?
<username> Cara ELEGAN Anies ngomelin KASUDIN terkait RAPBD 2020: Setiap ada masalah akui lalu perbaiki kesalahan . Saya tidak punya masalah dengan sebuah KESALAHAN tapi saya punya masalah dengan KESALAHAN YANG SAMA DAN BERULANG ! Jadi gak perlu ngomong: LU TAIK SEMUA ! TAIK .. TAIK .. ! 🤣 <link>
<username> Jakarta nyesal tak pilih Ahok .
<username> <username> Lah ahok ngapain aja selain dbui? Hahahaha
<username> Ayo serang Anies man ..
Anies Sebut e-Budgeting Tidak Smart Ahok: Itu Baik Kalau Nggak Niat Maling <link> <hashtag> <hashtag> <hashtag> <hashtag>
Yth . <username> <username> <username> <username> Pernyataan sikap Yusuf martak atas pemberian Penghargaan Adikarya Wisata kpd Diskotik Colloseum menunjukkan sikap INKONSISTENSI dlm berAMAR MA\'RUF NAHI MUNGKAR . Jika Ahok di Demo tapi klo Anies di dukung ? <link>","Sebenarnya kalau dipikir ulang Anies itu baik loh Mencoba menepati janji kampanye . tidak akan ada penggusuran . Tidak menggusur = tidak normalisasi . Ya begini hasilnya .. banjirrrr guyss .. Pimpinan DPR Minta Anies Kebut Normalisasi <hashtag>
<username> Terima kasih anies eh pemprov
<username> Tolong tuhan jauhkan anies baswedan dari jawa tengah .
Ahok mmg betul jitu banget menyebut kalau <username> kelewat pinter .... Pinter 4 ng - ngibul - ngelez - ngambinghitamkan orang - ngarang alasan Bangsa ini berharap besar <hashtag> <link>
Pinter Anies, bukan cuma warga Jakarta aja yg dibego begoin. Tuhan aja mau di bego begoin si Anies...hahahahahahaha.....
Ingat ye kawan2 <hashtag> Ganti Presiden Jokowi itu Maha Benar dia tidak pernah salah harus dipuja puja kalau perlu disembah .
wooww jawaban yg sangat aksi ðÿ' dulu jaman ahok. smw serba terbuka & transparan.. emang sih beda pemimpin beda gaya. gw pikir gk berlebihan jika kita katakan. selamat datang dimasa mental anti transparansi <username> ðÿ'ðÿ' <hashtag>"
<username> Rocky gerung pakai akal sehat . Antum pakai akal Busuk .,0,"<username> <username> Mentalmu mental kere begitu lempar batu sembunyii ....
<username> <username> Tolol
<username> <username> Otak dipakai Dulu buat mikir sebelum jari jarinya buat status .. <username> yakin tidak anti kritik selama kritikannya pakai data dan fakta tidak asbun macam gerombolan partai trotoar
<username> Tolol
<username> <username> tolol jangan diborong . 😀
<username> Tolol aja itu mah
<username> <username> <username> <username> beginilah umatmu . selalu menebar SU\'UDZON . Padahal khusnudzon itu lebih baik dari <username> 😜😜","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<username> partai allah ? ... ... . apik dicontoh ... ngamin ngamin ... msh mo ngotot anda ...
Yang pintar tuh cem gerombolan kalian ini drun 🤣 🤣 🤣
<username> Partai Allah ?....... Patut dicontoh... Ngamin ngamin... msh mo ngotot anda...
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
<username> ini sebetulnya banyak di isi orang-orang pintar .. Pintar ngeles??
merasa bodoh itu manusiawi <hashtag>"
<username> <username> Mantap sekali pk <username> maju terus .... <hashtag> <hashtag>,0,"<username> <username> Mantap semoga cepat direalisasikan . <hashtag>
<username> <username> <username> <username> Hahaha akan kah keluar <hashtag>
<username> <username> <username> <hashtag>
<username> <username> <username> Pingin peluuukkkkk .... 😂😂😂😂
<username> <username> <username> <username> <username> tinggal pecat ....
<username> Setuju <hashtag>
<username> <username> <username> <username> Mantaabb.....👍👍","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Hebat bener anda anus <username> 3x DKI banjir <hashtag> <hashtag> <hashtag> <hashtag>
<username> Smart dalam mbuang2 anggaran dgn cara pasang-bongkar-pasang? <username> <username> <username> <username> <username> <username> <hashtag> <hashtag> <hashtag> <hashtag> <link>
<username> partai allah ? ... ... . apik dicontoh ... ngamin ngamin ... msh mo ngotot anda ...
Bapak <username> mau jadi presiden ?? <hashtag>
Indahnya <hashtag> setelah dipimpin <username> .. Prestasi yang tidak bisa ditiru Jokowi dan Ahok.. <hashtag>
<username> Partai Allah ?....... Patut dicontoh... Ngamin ngamin... msh mo ngotot anda..."
